Transaction_ID,Date,Stock_Symbol,Sector,Transaction_Type,Quantity,Price_Per_Share,Gross_Value,Brokerage,STT,Net_Value,Broker,Exchange,Currency
TXN02136,12-12-2023,MARUTI,Auto,SELL,33,13198.95,435565.35,130.67,435.57,434999.11,Upstox,NSE,INR
TXN02137,01-01-2024,RELIANCE,Energy,SELL,23,2835.91,65225.93,19.57,65.23,65141.13,Angel One,NSE,INR
TXN02138,25-04-2023,RELIANCE,Energy,BUY,39,2755.29,107456.31,32.24,107.46,107596.01,Upstox,NSE,INR
TXN02139,29-06-2023,RELIANCE,Energy,BUY,51,,144139.77,43.24,144.14,144327.15,Zerodha,NSE,INR
TXN02140,20-05-2024,TATAMOTORS,Auto,BUY,94,834.45,78438.3,23.53,78.44,78540.27,Angel One,NSE,INR
TXN02141,20-06-2024,WIPRO,IT,BUY,59,486.34,28694.06,8.61,28.69,28731.36,HDFC Sec,NSE,INR
TXN02142,09-02-2023,SBIN,Banking,SELL,42,698.38,29331.96,8.8,29.33,29293.83,Groww,NSE,INR
TXN02143,27-01-2024,MARUTI,Auto,BUY,82,14288.16,1171629.12,351.49,1171.63,1173152.24,HDFC Sec,NSE,INR
TXN02144,08-03-2024,TCS,IT,SELL,82,3710.19,304235.58,91.27,304.24,303840.07,Angel One,NSE,INR
TXN02145,23-03-2023,RELIANCE,Energy,SELL,96,2534.5,243312,72.99,243.31,242995.7,Angel One,NSE,INR
TXN02146,07-11-2023,TCS,IT,SELL,74,4243.56,314023.44,94.21,314.02,313615.21,HDFC Sec,NSE,INR
TXN02147,19-01-2024,TATAMOTORS,Auto,BUY,32,961.16,30757.12,9.23,30.76,30797.11,HDFC Sec,NSE,INR
TXN02148,10-07-2023,SBIN,Banking,SELL,56,740.8,41484.8,12.45,41.48,41430.87,Upstox,NSE,INR
TXN02149,05-07-2023,TATAMOTORS,Auto,SELL,78,998.86,77911.08,23.37,77.91,77809.8,Upstox,NSE,INR
TXN02150,29-02-2024,WIPRO,IT,BUY,27,434.27,11725.29,3.52,11.73,11740.54,Groww,NSE,INR
TXN02151,10-04-2023,WIPRO,IT,SELL,77,474.36,36525.72,10.96,36.53,36478.23,Groww,NSE,INR
TXN02152,07-03-2023,HDFCBANK,Banking,BUY,42,1385.78,58202.76,17.46,58.2,58278.42,HDFC Sec,NSE,INR
TXN02153,06-03-2024,WIPRO,IT,SELL,78,544.91,42502.98,12.75,42.5,42447.73,HDFC Sec,NSE,INR
TXN02154,18-12-2023,ICICIBANK,Banking,BUY,61,1245.3,75963.3,22.79,75.96,76062.05,Upstox,NSE,INR
TXN02155,18-04-2024,ICICIBANK,Banking,BUY,57,1173.31,66878.67,20.06,66.88,66965.61,Angel One,NSE,INR
TXN02156,19-09-2023,HDFCBANK,Banking,SELL,22,1635.67,35984.74,10.8,35.98,35937.96,Angel One,NSE,INR
TXN02157,13-05-2024,RELIANCE,Energy,BUY,74,2934.99,217189.26,65.16,217.19,217471.61,HDFC Sec,NSE,INR
TXN02158,08-11-2023,ICICIBANK,Banking,SELL,96,1076.16,103311.36,30.99,103.31,103177.06,Upstox,NSE,INR
TXN02159,09-06-2023,ICICIBANK,Banking,BUY,60,1212.1,72726,21.82,72.73,72820.55,HDFC Sec,NSE,INR
TXN02160,01-03-2024,MARUTI,Auto,SELL,46,11250.25,517511.5,155.25,517.51,516838.74,Zerodha,NSE,INR
TXN02161,20-01-2024,WIPRO,IT,BUY,63,518.64,32674.32,9.8,32.67,32716.79,HDFC Sec,NSE,INR
TXN02162,10-02-2024,INFY,IT,BUY,16,1686.18,26978.88,8.09,26.98,27013.95,Groww,NSE,INR
TXN02163,02-07-2023,HDFCBANK,Banking,SELL,74,1859.18,137579.32,41.27,137.58,137400.47,Groww,NSE,INR
TXN02164,04-03-2024,BAJFINANCE,Finance,BUY,46,7206.65,331505.9,99.45,331.51,331936.86,HDFC Sec,NSE,INR
TXN02165,22-11-2023,WIPRO,IT,BUY,47,482.37,22671.39,6.8,22.67,22700.86,HDFC Sec,NSE,INR
TXN02166,21-05-2024,TATAMOTORS,Auto,SELL,29,959.26,27818.54,8.35,27.82,27782.37,Angel One,NSE,INR
TXN02167,01-07-2023,WIPRO,IT,BUY,58,559.9,32474.2,9.74,32.47,32516.41,Angel One,NSE,INR
TXN02168,26-06-2023,WIPRO,IT,SELL,43,434.01,18662.43,5.6,18.66,18638.17,Zerodha,NSE,INR
TXN02169,25-02-2024,BAJFINANCE,Finance,SELL,54,7270.74,392619.96,117.79,392.62,392109.55,Groww,NSE,INR
TXN02170,23-02-2024,RELIANCE,Energy,BUY,18,2899.86,52197.48,15.66,52.2,52265.34,Zerodha,NSE,INR
TXN02171,04-04-2023,ICICIBANK,Banking,SELL,22,1270.52,27951.44,8.39,27.95,27915.1,Upstox,NSE,INR
TXN02172,07-06-2024,RELIANCE,Energy,SELL,84,3004.09,252343.56,75.7,252.34,252015.52,Groww,NSE,INR
TXN02173,29-06-2023,INFY,IT,BUY,93,1727.83,160688.19,48.21,160.69,160897.09,Angel One,NSE,INR
TXN02174,01-02-2023,HDFCBANK,Banking,BUY,38,1533.84,58285.92,17.49,58.29,58361.7,Groww,NSE,INR
TXN02175,05-09-2023,MARUTI,Auto,SELL,32,12354.42,395341.44,118.6,395.34,394827.5,Groww,NSE,INR
TXN02176,13-06-2023,SBIN,Banking,SELL,15,810.05,12150.75,3.65,12.15,12134.95,Groww,NSE,INR
TXN02177,03-02-2023,SBIN,Banking,BUY,9,863.96,7775.64,2.33,7.78,7785.75,Angel One,NSE,INR
TXN02178,03-03-2024,TATAMOTORS,Auto,BUY,50,1091.23,54561.5,16.37,54.56,54632.43,Upstox,NSE,INR
TXN02179,25-03-2024,TATAMOTORS,Auto,BUY,100,841.98,84198,25.26,84.2,84307.46,Angel One,NSE,INR
TXN02180,08-01-2024,RELIANCE,Energy,BUY,51,2626.09,133930.59,40.18,133.93,134104.7,Angel One,NSE,INR
TXN02181,08-05-2023,TATAMOTORS,Auto,SELL,57,986.84,56249.88,16.87,56.25,56176.76,Zerodha,NSE,INR
TXN02182,23-06-2023,INFY,IT,BUY,98,1932.21,189356.58,56.81,189.36,189602.75,Upstox,NSE,INR
TXN02183,09-05-2024,BAJFINANCE,Finance,BUY,19,7433.42,141234.98,42.37,141.23,141418.58,Groww,NSE,INR
TXN02184,14-04-2024,WIPRO,IT,BUY,83,448.36,37213.88,11.16,37.21,37262.25,Angel One,NSE,INR
TXN02185,31-03-2024,HDFCBANK,Banking,SELL,44,1744.89,76775.16,23.03,76.78,76675.35,Upstox,NSE,INR
TXN02186,06-02-2023,SBIN,Banking,SELL,73,858.49,62669.77,18.8,62.67,62588.3,Groww,NSE,INR
TXN02187,15-01-2024,INFY,IT,BUY,4,1761.43,7045.72,2.11,7.05,7054.88,HDFC Sec,NSE,INR
TXN02188,09-11-2023,ICICIBANK,Banking,BUY,40,1308.89,52355.6,15.71,52.36,52423.67,Angel One,NSE,INR
TXN02189,31-05-2023,SBIN,Banking,BUY,20,852.11,17042.2,5.11,17.04,17064.35,HDFC Sec,NSE,INR
TXN02190,29-01-2023,WIPRO,IT,BUY,33,564.95,18643.35,5.59,18.64,18667.58,Groww,NSE,INR
TXN02191,23-09-2023,MARUTI,Auto,BUY,75,11761.09,882081.75,264.62,882.08,883228.45,Upstox,NSE,INR
TXN02192,03-05-2024,TATAMOTORS,Auto,SELL,67,1019.96,68337.32,20.5,68.34,68248.48,HDFC Sec,NSE,INR
TXN02193,28-05-2024,INFY,IT,BUY,83,1998.01,165834.83,49.75,165.83,166050.41,Upstox,NSE,INR
TXN02194,21-06-2024,TATAMOTORS,Auto,BUY,63,914.19,57593.97,17.28,57.59,57668.84,Angel One,NSE,INR
TXN02195,08-03-2023,INFY,IT,BUY,49,1741.6,85338.4,25.6,85.34,85449.34,Upstox,NSE,INR
TXN02196,12-10-2023,HDFCBANK,Banking,BUY,29,1527.32,44292.28,13.29,44.29,44349.86,HDFC Sec,NSE,INR
TXN02197,15-04-2024,TCS,IT,SELL,46,4075.5,187473,56.24,187.47,187229.29,HDFC Sec,NSE,INR
TXN02198,27-07-2023,RELIANCE,Energy,BUY,68,3085.58,209819.44,62.95,209.82,210092.21,Upstox,NSE,INR
TXN02199,03-06-2024,RELIANCE,Energy,SELL,13,2714.73,35291.49,10.59,35.29,35245.61,Zerodha,NSE,INR
TXN02200,27-02-2023,WIPRO,IT,BUY,69,518.15,35752.35,10.73,35.75,35798.83,,NSE,INR
TXN02201,07-07-2023,MARUTI,Auto,SELL,32,12586.06,402753.92,120.83,402.75,402230.34,Groww,NSE,INR
TXN02202,11-02-2023,HDFCBANK,Banking,BUY,59,1712.16,101017.44,30.31,101.02,101148.77,HDFC Sec,NSE,INR
TXN02203,07-03-2023,WIPRO,IT,BUY,12,517.95,6215.4,1.86,6.22,6223.48,Groww,NSE,INR
TXN02204,07-09-2023,TATAMOTORS,Auto,BUY,27,893.79,24132.33,7.24,24.13,24163.7,HDFC Sec,NSE,INR
TXN02205,23-11-2023,MARUTI,Auto,BUY,13,12414.81,161392.53,48.42,161.39,161602.34,Zerodha,NSE,INR
TXN02206,02-05-2024,HDFCBANK,Banking,BUY,57,1609.45,91738.65,27.52,91.74,91857.91,Groww,NSE,INR
TXN02207,04-11-2023,TCS,IT,SELL,28,3949.57,110587.96,33.18,110.59,110444.19,HDFC Sec,NSE,INR
TXN02208,19-07-2023,RELIANCE,Energy,SELL,15,2868.64,43029.6,12.91,43.03,42973.66,HDFC Sec,NSE,INR
TXN02209,21-02-2024,MARUTI,Auto,SELL,1,13458.29,13458.29,4.04,13.46,13440.79,HDFC Sec,NSE,INR
TXN02210,03-06-2024,WIPRO,IT,SELL,23,508.87,11704.01,3.51,11.7,11688.8,Angel One,NSE,INR
TXN02211,28-09-2023,TATAMOTORS,Auto,SELL,83,888.37,73734.71,22.12,73.73,73638.86,HDFC Sec,NSE,INR
TXN02212,26-03-2024,HDFCBANK,Banking,SELL,87,1542.8,134223.6,40.27,134.22,134049.11,Zerodha,NSE,INR
TXN02213,22-05-2024,INFY,IT,SELL,41,1743.48,71482.68,21.44,71.48,71389.76,Groww,NSE,INR
TXN02214,07-04-2023,INFY,IT,SELL,56,1521.92,85227.52,25.57,85.23,85116.72,Angel One,NSE,INR
TXN02215,18-07-2023,ICICIBANK,Banking,BUY,69,1280.88,88380.72,26.51,88.38,88495.61,Zerodha,NSE,INR
TXN02216,24-11-2023,HDFCBANK,Banking,SELL,65,,96240.3,28.87,96.24,96115.19,HDFC Sec,NSE,INR
TXN02217,08-06-2023,SBIN,Banking,BUY,39,713.51,27826.89,8.35,27.83,27863.07,Upstox,NSE,INR
TXN02218,11-06-2023,INFY,IT,BUY,51,1588.25,81000.75,24.3,81,81106.05,HDFC Sec,NSE,INR
TXN02219,02-03-2024,INFY,IT,SELL,67,1658.48,111118.16,33.34,111.12,110973.7,Upstox,NSE,INR
TXN02220,15-01-2024,HDFCBANK,Banking,SELL,61,1830.36,111651.96,33.5,111.65,111506.81,Groww,NSE,INR
TXN02221,05-04-2024,WIPRO,IT,SELL,46,484.56,22289.76,6.69,22.29,22260.78,Upstox,NSE,INR
TXN02222,06-01-2023,BAJFINANCE,Finance,SELL,98,7234.8,709010.4,212.7,709.01,708088.69,Angel One,NSE,INR
TXN02223,12-04-2024,RELIANCE,Energy,BUY,46,3193.69,146909.74,44.07,146.91,147100.72,Upstox,NSE,INR
TXN02224,20-09-2023,RELIANCE,Energy,BUY,26,3067.57,79756.82,23.93,79.76,79860.51,Upstox,NSE,INR
TXN02225,30-11-2023,ICICIBANK,Banking,SELL,55,1054.24,57983.2,17.39,57.98,57907.83,HDFC Sec,NSE,INR
TXN02226,08-10-2023,TATAMOTORS,Auto,SELL,28,1018.12,28507.36,8.55,28.51,28470.3,Zerodha,NSE,INR
TXN02227,26-04-2024,TCS,IT,SELL,42,3599.47,151177.74,45.35,151.18,150981.21,Zerodha,NSE,INR
TXN02228,13-09-2023,BAJFINANCE,Finance,SELL,91,7500.02,682501.82,204.75,682.5,681614.57,Upstox,NSE,INR
TXN02229,27-02-2023,MARUTI,Auto,BUY,8,12822.93,102583.44,30.78,102.58,102716.8,Upstox,NSE,INR
TXN02230,24-04-2023,WIPRO,IT,SELL,57,515.8,29400.6,8.82,29.4,29362.38,Angel One,NSE,INR
TXN02231,28-02-2024,INFY,IT,SELL,10,1949.95,19499.5,5.85,19.5,19474.15,Groww,NSE,INR
TXN02232,01-04-2023,INFY,IT,BUY,74,1797.15,132989.1,39.9,132.99,133161.99,Angel One,NSE,INR
TXN02233,27-06-2024,HDFCBANK,Banking,SELL,70,1536.33,107543.1,32.26,107.54,107403.3,Upstox,NSE,INR
TXN02234,18-11-2023,RELIANCE,Energy,BUY,99,2497.99,247301.01,74.19,247.3,247622.5,Upstox,NSE,INR
TXN02235,25-11-2023,SBIN,Banking,BUY,28,870.09,24362.52,7.31,24.36,24394.19,Angel One,NSE,INR
TXN02236,23-09-2023,HDFCBANK,Banking,BUY,43,1600.95,68840.85,20.65,68.84,68930.34,Upstox,NSE,INR
TXN02237,03-05-2023,MARUTI,Auto,BUY,3,13428.69,40286.07,12.09,40.29,40338.45,Angel One,NSE,INR
TXN02238,25-06-2024,BAJFINANCE,Finance,BUY,63,6879.14,433385.82,130.02,433.39,433949.23,Zerodha,NSE,INR
TXN02239,02-02-2023,TATAMOTORS,Auto,SELL,73,913.94,66717.62,20.02,66.72,66630.88,HDFC Sec,NSE,INR
TXN02240,08-12-2023,ICICIBANK,Banking,SELL,63,1337.06,84234.78,25.27,84.23,84125.28,Zerodha,NSE,INR
TXN02241,28-06-2024,TCS,IT,BUY,72,3976.41,286301.52,85.89,286.3,286673.71,Groww,NSE,INR
TXN02242,15-07-2023,TATAMOTORS,Auto,SELL,12,1048.7,12584.4,3.78,12.58,12568.04,Zerodha,NSE,INR
TXN02243,05-06-2023,BAJFINANCE,Finance,SELL,60,7776.82,466609.2,139.98,466.61,466002.61,Upstox,NSE,INR
TXN02244,09-04-2024,TCS,IT,SELL,74,3527.56,261039.44,78.31,261.04,260700.09,HDFC Sec,NSE,INR
TXN02245,07-01-2023,BAJFINANCE,Finance,SELL,52,7929.42,412329.84,123.7,412.33,411793.81,HDFC Sec,NSE,INR
TXN02246,13-03-2024,BAJFINANCE,Finance,SELL,29,6075.2,176180.8,52.85,176.18,175951.77,Groww,NSE,INR
TXN02247,29-06-2024,WIPRO,IT,SELL,75,564.4,42330,12.7,42.33,42274.97,Angel One,NSE,INR
TXN02248,06-06-2023,HDFCBANK,Banking,SELL,74,1751.18,129587.32,38.88,129.59,129418.85,Groww,NSE,INR
TXN02249,27-01-2023,INFY,IT,BUY,24,1595.73,38297.52,11.49,38.3,38347.31,HDFC Sec,NSE,INR
TXN02250,23-12-2023,MARUTI,Auto,BUY,6,14166.86,85001.16,25.5,85,85111.66,Zerodha,NSE,INR
TXN02251,26-07-2023,ICICIBANK,Banking,BUY,30,1366.74,41002.2,12.3,41,41055.5,Upstox,NSE,INR
TXN02252,11-08-2023,INFY,IT,BUY,35,1710.25,59858.75,17.96,59.86,59936.57,Upstox,NSE,INR
TXN02253,20-01-2024,RELIANCE,Energy,BUY,57,2495.34,142234.38,42.67,142.23,142419.28,Zerodha,NSE,INR
TXN02254,25-01-2024,SBIN,Banking,BUY,95,899.31,85434.45,25.63,85.43,85545.51,Zerodha,NSE,INR
TXN02255,25-01-2024,SBIN,Banking,BUY,26,795.07,20671.82,6.2,20.67,20698.69,HDFC Sec,NSE,INR
TXN02256,16-06-2023,TCS,IT,BUY,23,3423.64,78743.72,23.62,78.74,78846.08,Groww,NSE,INR
TXN02257,21-11-2023,TCS,IT,SELL,95,4415.61,419482.95,125.84,419.48,418937.63,Angel One,NSE,INR
TXN02258,04-05-2024,HDFCBANK,Banking,SELL,12,1479.22,17750.64,5.33,17.75,17727.56,Upstox,NSE,INR
TXN02259,08-01-2023,TATAMOTORS,Auto,BUY,59,839.42,49525.78,14.86,49.53,49590.17,Angel One,NSE,INR
TXN02260,05-01-2024,BAJFINANCE,Finance,SELL,13,6887.66,89539.58,26.86,89.54,89423.18,Upstox,NSE,INR
TXN02261,23-08-2023,TCS,IT,SELL,84,3822.95,321127.8,96.34,321.13,320710.33,Zerodha,NSE,INR
TXN02262,28-11-2023,BAJFINANCE,Finance,SELL,3,7900.76,23702.28,7.11,23.7,23671.47,Zerodha,NSE,INR
TXN02263,12-05-2023,INFY,IT,BUY,23,1932.39,44444.97,13.33,44.44,44502.74,HDFC Sec,NSE,INR
TXN02264,04-03-2023,INFY,IT,BUY,61,1561.12,95228.32,28.57,95.23,95352.12,HDFC Sec,NSE,INR
TXN02265,16-01-2024,HDFCBANK,Banking,SELL,85,1798.04,152833.4,45.85,152.83,152634.72,HDFC Sec,NSE,INR
TXN02266,28-06-2023,BAJFINANCE,Finance,BUY,54,7788.52,420580.08,126.17,420.58,421126.83,HDFC Sec,NSE,INR
TXN02267,09-01-2024,INFY,IT,BUY,86,1877.03,161424.58,48.43,161.42,161634.43,Zerodha,NSE,INR
TXN02268,18-02-2024,INFY,IT,SELL,27,1503.24,40587.48,12.18,40.59,40534.71,Upstox,NSE,INR
TXN02269,06-12-2023,WIPRO,IT,BUY,4,528.65,2114.6,0.63,2.11,2117.34,Zerodha,NSE,INR
TXN02270,17-02-2023,SBIN,Banking,SELL,19,696.82,13239.58,3.97,13.24,13222.37,HDFC Sec,NSE,INR
TXN02271,11-06-2023,BAJFINANCE,Finance,BUY,93,7659.13,712299.09,213.69,712.3,713225.08,Zerodha,NSE,INR
TXN02272,05-03-2024,RELIANCE,Energy,BUY,29,2672.88,77513.52,23.25,77.51,77614.28,Zerodha,NSE,INR
TXN02273,26-03-2024,TCS,IT,SELL,60,4448.41,266904.6,80.07,266.9,266557.63,Groww,NSE,INR
TXN02274,02-05-2024,MARUTI,Auto,SELL,1,13660.34,13660.34,4.1,13.66,13642.58,Angel One,NSE,INR
TXN02275,09-04-2023,WIPRO,IT,SELL,85,453.11,38514.35,11.55,38.51,38464.29,Angel One,NSE,INR
TXN02276,09-05-2023,SBIN,Banking,BUY,74,870.44,64412.56,19.32,64.41,64496.29,Groww,NSE,INR
TXN02277,26-03-2023,TATAMOTORS,Auto,BUY,19,844.5,16045.5,4.81,16.05,16066.36,Zerodha,NSE,INR
TXN02278,13-09-2023,BAJFINANCE,Finance,BUY,79,6636.3,524267.7,157.28,524.27,524949.25,Groww,NSE,INR
TXN02279,03-12-2023,WIPRO,IT,SELL,85,461.75,39248.75,11.77,39.25,39197.73,Angel One,NSE,INR
TXN02280,15-05-2023,MARUTI,Auto,SELL,74,12574.69,930527.06,279.16,930.53,929317.37,Upstox,NSE,INR
TXN02281,30-01-2024,BAJFINANCE,Finance,BUY,19,6833.26,129831.94,38.95,129.83,130000.72,Zerodha,NSE,INR
TXN02282,04-02-2023,HDFCBANK,Banking,BUY,2,1853.05,3706.1,1.11,3.71,3710.92,Groww,NSE,INR
TXN02283,10-05-2024,INFY,IT,SELL,2,1695.8,3391.6,1.02,3.39,3387.19,Upstox,NSE,INR
TXN02284,07-04-2024,HDFCBANK,Banking,SELL,74,1682.55,124508.7,37.35,124.51,124346.84,Groww,NSE,INR
TXN02285,01-05-2023,SBIN,Banking,SELL,70,839.48,58763.6,17.63,58.76,58687.21,Upstox,NSE,INR
TXN02286,19-09-2023,TATAMOTORS,Auto,BUY,44,1070.81,47115.64,14.13,47.12,47176.89,Upstox,NSE,INR
TXN02287,17-12-2023,SBIN,Banking,BUY,59,876.1,51689.9,15.51,51.69,51757.1,HDFC Sec,NSE,INR
TXN02288,27-01-2023,WIPRO,IT,SELL,47,443.16,20828.52,6.25,20.83,20801.44,HDFC Sec,NSE,INR
TXN02289,04-05-2023,INFY,IT,BUY,59,1537.16,90692.44,27.21,90.69,90810.34,HDFC Sec,NSE,INR
TXN02290,08-04-2024,WIPRO,IT,SELL,45,452.82,20376.9,6.11,20.38,20350.41,Angel One,NSE,INR
TXN02291,12-02-2024,TATAMOTORS,Auto,BUY,11,1088.03,11968.33,3.59,11.97,11983.89,HDFC Sec,NSE,INR
TXN02292,18-01-2023,HDFCBANK,Banking,BUY,88,1445.87,127236.56,38.17,127.24,127401.97,Groww,NSE,INR
TXN02293,27-06-2024,ICICIBANK,Banking,BUY,100,1239.44,123944,37.18,123.94,124105.12,HDFC Sec,NSE,INR
TXN02294,27-06-2024,RELIANCE,Energy,BUY,47,3052.22,143454.34,43.04,143.45,143640.83,Groww,NSE,INR
TXN02295,20-08-2023,ICICIBANK,Banking,BUY,88,1104.08,97159.04,29.15,97.16,97285.35,Groww,NSE,INR
TXN02296,27-07-2023,TATAMOTORS,Auto,SELL,79,1076.02,85005.58,25.5,85.01,84895.07,Upstox,NSE,INR
TXN02297,04-02-2024,RELIANCE,Energy,SELL,52,3185.61,165651.72,49.7,165.65,165436.37,HDFC Sec,NSE,INR
TXN02298,20-05-2023,BAJFINANCE,Finance,SELL,60,7938.68,476320.8,142.9,476.32,475701.58,Upstox,NSE,INR
TXN02299,02-08-2023,RELIANCE,Energy,SELL,91,2442.89,222302.99,66.69,222.3,222014,HDFC Sec,NSE,INR
TXN02300,24-05-2023,MARUTI,Auto,SELL,8,14222.28,113778.24,34.13,113.78,113630.33,Groww,NSE,INR
TXN02301,05-02-2024,SBIN,Banking,BUY,98,888.35,87058.3,26.12,87.06,87171.48,Groww,NSE,INR
TXN02302,25-12-2023,BAJFINANCE,Finance,BUY,25,6867.83,171695.75,51.51,171.7,171918.96,,NSE,INR
TXN02303,16-02-2024,HDFCBANK,Banking,BUY,36,1845.19,66426.84,19.93,66.43,66513.2,Zerodha,NSE,INR
TXN02304,30-03-2024,MARUTI,Auto,BUY,20,14166.28,283325.6,85,283.33,283693.93,,NSE,INR
TXN02305,17-06-2024,WIPRO,IT,BUY,2,549.87,1099.74,0.33,1.1,1101.17,Upstox,NSE,INR
TXN02306,26-08-2023,TATAMOTORS,Auto,SELL,81,836.74,67775.94,20.33,67.78,67687.83,Angel One,NSE,INR
TXN02307,07-06-2023,WIPRO,IT,SELL,70,559.3,39151,11.75,39.15,39100.1,Zerodha,NSE,INR
TXN02308,19-09-2023,ICICIBANK,Banking,SELL,6,1368.46,8210.76,2.46,8.21,8200.09,Zerodha,NSE,INR
TXN02309,26-10-2023,SBIN,Banking,SELL,22,792,17424,5.23,17.42,17401.35,Groww,NSE,INR
TXN02310,05-09-2023,TATAMOTORS,Auto,SELL,94,836.87,78665.78,23.6,78.67,78563.51,Angel One,NSE,INR
TXN02311,14-10-2023,BAJFINANCE,Finance,BUY,82,6933.17,568519.94,170.56,568.52,569259.02,Upstox,NSE,INR
TXN02312,15-09-2023,WIPRO,IT,SELL,43,531.46,22852.78,6.86,22.85,22823.07,Upstox,NSE,INR
TXN02313,06-09-2023,TCS,IT,SELL,92,3330.12,306371.04,91.91,306.37,305972.76,HDFC Sec,NSE,INR
TXN02314,17-04-2023,SBIN,Banking,SELL,56,742.3,41568.8,12.47,41.57,41514.76,Angel One,NSE,INR
TXN02315,15-06-2024,TATAMOTORS,Auto,SELL,73,980.39,71568.47,21.47,71.57,71475.43,Angel One,NSE,INR
TXN02316,08-04-2023,RELIANCE,Energy,BUY,76,2885.4,219290.4,65.79,219.29,219575.48,Zerodha,NSE,INR
TXN02317,08-02-2024,HDFCBANK,Banking,SELL,87,1552.3,135050.1,40.52,135.05,134874.53,Zerodha,NSE,INR
TXN02318,19-06-2024,ICICIBANK,Banking,SELL,57,1284.28,73203.96,21.96,73.2,73108.8,Zerodha,NSE,INR
TXN02319,27-01-2023,BAJFINANCE,Finance,SELL,81,7767.03,629129.43,188.74,629.13,628311.56,Groww,NSE,INR
TXN02320,12-04-2023,MARUTI,Auto,SELL,81,11302.77,915524.37,274.66,915.52,914334.19,Upstox,NSE,INR
TXN02321,17-09-2023,BAJFINANCE,Finance,SELL,94,7743.04,727845.76,218.35,727.85,726899.56,Upstox,NSE,INR
TXN02322,01-04-2024,ICICIBANK,Banking,SELL,32,1175.53,37616.96,11.29,37.62,37568.05,Zerodha,NSE,INR
TXN02323,14-06-2023,ICICIBANK,Banking,SELL,82,1214.58,99595.56,29.88,99.6,99466.08,Groww,NSE,INR
TXN02324,15-02-2024,TATAMOTORS,Auto,SELL,71,1027.18,72929.78,21.88,72.93,72834.97,Upstox,NSE,INR
TXN02325,27-12-2023,INFY,IT,SELL,12,1930.98,23171.76,6.95,23.17,23141.64,HDFC Sec,NSE,INR
TXN02326,10-11-2023,TATAMOTORS,Auto,SELL,30,1018.36,30550.8,9.17,30.55,30511.08,Zerodha,NSE,INR
TXN02327,10-07-2023,TCS,IT,SELL,41,4063.16,166589.56,49.98,166.59,166372.99,Angel One,NSE,INR
TXN02328,26-12-2023,HDFCBANK,Banking,SELL,91,1505.63,137012.33,41.1,137.01,136834.22,Upstox,NSE,INR
TXN02329,22-06-2023,SBIN,Banking,BUY,97,906.17,87898.49,26.37,87.9,88012.76,Upstox,NSE,INR
TXN02330,02-06-2024,RELIANCE,Energy,SELL,75,2473.64,185523,55.66,185.52,185281.82,HDFC Sec,NSE,INR
TXN02331,12-02-2024,WIPRO,IT,BUY,69,549.29,37901.01,11.37,37.9,37950.28,HDFC Sec,NSE,INR
TXN02332,27-09-2023,TCS,IT,SELL,12,3547.38,42568.56,12.77,42.57,42513.22,Groww,NSE,INR
TXN02333,30-01-2024,ICICIBANK,Banking,BUY,51,1242.11,63347.61,19,63.35,63429.96,Zerodha,NSE,INR
TXN02334,19-08-2023,WIPRO,IT,SELL,11,527.35,5800.85,1.74,5.8,5793.31,Angel One,NSE,INR
TXN02335,27-01-2023,RELIANCE,Energy,SELL,20,2586.56,51731.2,15.52,51.73,51663.95,Angel One,NSE,INR
TXN02336,20-08-2023,HDFCBANK,Banking,BUY,29,1781.96,51676.84,15.5,51.68,51744.02,Angel One,NSE,INR
TXN02337,22-01-2023,HDFCBANK,Banking,BUY,38,1447.65,55010.7,16.5,55.01,55082.21,HDFC Sec,NSE,INR
TXN02338,27-02-2024,SBIN,Banking,BUY,54,892.12,48174.48,14.45,48.17,48237.1,Groww,NSE,INR
TXN02339,25-09-2023,TATAMOTORS,Auto,SELL,81,973.06,78817.86,23.65,78.82,78715.39,Upstox,NSE,INR
TXN02340,24-11-2023,WIPRO,IT,BUY,47,499.49,23476.03,7.04,23.48,23506.55,HDFC Sec,NSE,INR
TXN02341,26-11-2023,ICICIBANK,Banking,BUY,89,1073.93,95579.77,28.67,95.58,95704.02,Groww,NSE,INR
TXN02342,18-11-2023,TATAMOTORS,Auto,SELL,13,972.5,12642.5,3.79,12.64,12626.07,Zerodha,NSE,INR
TXN02343,21-04-2024,MARUTI,Auto,BUY,45,11479.34,516570.3,154.97,516.57,517241.84,Upstox,NSE,INR
TXN02344,24-05-2024,MARUTI,Auto,SELL,59,13762.3,811975.7,243.59,811.98,810920.13,HDFC Sec,NSE,INR
TXN02345,04-04-2024,BAJFINANCE,Finance,BUY,22,6172.72,135799.84,40.74,135.8,135976.38,HDFC Sec,NSE,INR
TXN02346,07-03-2023,RELIANCE,Energy,BUY,62,3132.51,194215.62,58.26,194.22,194468.1,Upstox,NSE,INR
TXN02347,29-01-2023,TCS,IT,SELL,36,4432.04,159553.44,47.87,159.55,159346.02,HDFC Sec,NSE,INR
TXN02348,10-02-2024,SBIN,Banking,BUY,98,793.19,77732.62,23.32,77.73,77833.67,Groww,NSE,INR
TXN02349,05-12-2023,SBIN,Banking,SELL,90,763.79,68741.1,20.62,68.74,68651.74,Groww,NSE,INR
TXN02350,28-05-2023,MARUTI,Auto,SELL,66,13619.06,898857.96,269.66,898.86,897689.44,HDFC Sec,NSE,INR
